Year,Aruba,Afghanistan,Angola,Albania,United Arab Emirates,Armenia,Antigua and Barbuda,Australia,Austria,Burundi,Belgium,Benin,Burkina Faso,Bangladesh,Bulgaria,Bahrain,"Bahamas, The",Bosnia and Herzegovina,Belize,Bolivia,Brazil,Barbados,Brunei Darussalam,Bhutan,Botswana,Central African Republic,Canada,Switzerland,Chile,China,Cote d'Ivoire,Cameroon,Congo (Brazzaville),Colombia,Comoros,Cabo Verde,Costa Rica,Curacao,Cyprus,Czech Republic,Germany,Djibouti,Dominica,Denmark,Dominican Republic,Algeria,Ecuador,Egypt,Spain,Estonia,Ethiopia,Finland,Fiji,France,Gabon,United Kingdom,Georgia,Ghana,Guinea,"Gambia, The",Guinea-Bissau,Equatorial Guinea,Greece,Grenada,Guatemala,Guyana,Hong Kong,Honduras,Croatia,Haiti,India,Hungary,Indonesia,Ireland,Iran,Iraq,Iceland,Israel,Italy,Jamaica,Jordan,Japan,Kazakhstan,Kenya,Kyrgyz Republic,Cambodia,St Kitts and Nevis,Korea,Kosovo,Kuwait,Laos,Lebanon,Liberia,Libya,St Lucia,Sri Lanka,Lesotho,Lithuania,Luxembourg,Latvia,Macao,Morocco,Moldova,Madagascar,Maldives,Mexico,Macedonia,Mali,Malta,Myanmar,Montenegro,Mongolia,Mozambique,Mauritania,Mauritius,Malawi,Malaysia,Namibia,Niger,Nigeria,Nicaragua,Netherlands,Norway,Nepal,New Zealand,Oman,Pakistan,Panama,Peru,Philippines,Papua New Guinea,Poland,Portugal,Paraguay,Qatar,Romania,Russia,Rwanda,Saudi Arabia,Sudan,Senegal,Singapore,Solomon Islands,Sierra Leone,El Salvador,San Marino,Serbia,South Sudan,Sao Tome and Principe,Suriname,Slovakia,Slovenia,Sweden,Swaziland,Sint Maarten (Dutch part),Seychelles,Syria,Chad,Togo,Thailand,Timor-Leste,Tonga,Trinidad and Tobago,Tunisia,Turkey,Tanzania,Uganda,Ukraine,Uruguay,United States,St Vincent and the Grenadines,Venezuela,Vietnam,Vanuatu,West Bank and Gaza,Samoa,Yemen,South Africa,Congo (Kinshasa),Zambia,Zimbabwe
2005,84.13737451,71.14097429,53.69712626,86.69002617,,76.37592044,89.46046308,86.37022016,91.34538212,61.26001658,90.40698945,84.31211991,86.92536198,69.15310297,72.72564304,87.4960535,88.16831009,84.89325495,99.09037279,73.04252447,79.56004928,75.54506238,95.52993962,74.84568688,64.29180368,80.88521073,91.85031483,95.7000056,,,88.10644594,85.74960405,77.04829304,79.66430159,84.41368963,82.57625825,63.4720744,84.23823655,88.60322078,86.95509822,92.45770481,77.80044294,86.00583254,90.02858699,73.3836883,81.82485502,80.38784043,57.75727653,88.96368699,79.10935416,44.84304933,91.18920988,80.75248357,92.74839881,88.7470584,87.34803815,69.96346358,52.92809786,42.23553881,81.05877504,84.1812743,77.47811945,85.31941816,82.90188183,74.57347154,73.5639262,89.48655257,71.9821388,85.8357194,66.75304679,65.82817701,76.93636806,68.68393234,93.17661611,48.56167024,58.58198395,67.07903336,87.78835926,90.98408466,55.96195082,74.50079515,100.4057671,61.7392666,55.52692196,59.8262526,67.76151636,81.65945536,86.139,86.237791,76.0977569,78.50434508,,61.75935589,79.80206612,87.12695466,58.2514172,70.86662454,77.65833333,89.69213176,72.15007215,79.73913043,89.70339924,65.22646448,62.95230263,72.33547419,80.50282766,86.80629616,85.86010343,88.94332983,44.53109747,82.20547945,59.60356264,63.59419576,75.24879313,72.86944225,64.19673192,87.69736842,71.4050367,88.5263512,61.94539819,62.9293471,92.6179842,89.36569579,66.28596988,87.01369307,76.05958614,55.31698677,81.57343115,87.12537724,78.67219917,77.1065953,86.80355042,91.77408563,71.35474345,73.59762057,74.07604172,61.4379085,64.57390934,77.23876739,59.99364358,88.39382823,88.01394146,65.77541264,,84.46711311,87.39452469,65.21591297,,39.17185036,68.96658565,86.80082044,86.8015017,92.70567297,69.45587093,89.2838172,54.10298184,70.33436959,85.62865706,84.73823369,86.57076195,74.41154543,76.49875313,64.58085117,81.59420438,65.85295217,66.3325466,66.67894615,51.18879846,70.54421614,89.56053237,80.91936408,,59.92582917,83.90493721,80.70152559,76.4052396,59.96574822,71.62713494,58.56677694,59.91577845,
2006,87.17364959,76.30217768,60.84059102,88.74521117,,78.58498444,91.05982416,89.42641947,92.66954163,62.98081962,92.02612503,87.50095349,88.95342505,73.83149099,78.00669802,89.25251023,90.27537954,90.09296682,92.04131385,76.17279784,82.88858757,81.06564067,95.6826806,78.58831131,71.72086226,86.30068966,93.68918145,96.71325581,,,90.28020067,90.13790706,82.08559021,83.08694561,87.26211445,87.00984103,70.75265819,86.83490812,90.81464636,89.15341441,93.91615968,80.51054902,88.23580974,91.7301933,78.94089209,83.718711,82.82751033,62.17254681,92.09147651,82.61383121,50.3632287,92.61784084,82.76389581,94.31002814,87.49625615,89.38632889,76.3728585,58.7052897,56.88927329,82.72575152,85.82679696,80.8994756,88.04618066,86.43022679,79.46612726,78.40338255,91.3202934,75.99712404,88.57372942,75.4748077,69.87366237,79.92020074,77.68799427,96.84674491,54.35971621,89.76573811,71.55711169,89.64436889,92.86726106,60.77018827,79.15837974,100.656134,67.04317356,63.55263568,63.15331128,71.92427962,88.57436198,88.07,86.77388558,78.42407552,83.8443593,,66.29338571,80.96659274,89.1642632,64.08831615,75.17015537,80.56666667,92.09214372,76.83982684,83.85093168,92.64994212,73.623756,69.73367915,74.83984381,83.42464819,89.59592873,87.18537642,91.40996332,53.43575273,84.60958904,62.64046347,72.01321758,79.94509535,79.37861332,73.16777221,90.8625731,74.94755974,88.56219183,67.0494057,68.68121508,93.69944092,91.44983819,70.87318159,89.94205581,78.49663426,59.69869198,83.2831128,88.86985208,82.98755187,78.932836,87.77136135,94.29173798,78.19859727,82.30849482,78.95364418,67.38946559,70.3098977,78.94369474,64.31122817,90.26199591,88.91249017,73.15540541,61.20814732,87.87715486,89.22566665,72.8618416,,48.2115529,76.74691606,90.69238871,88.93904212,93.96666915,73.14025447,89.55220542,53.91174646,77.38476454,92.51002339,86.62500134,90.58545884,77.34050485,81.42400859,69.9518658,85.25820315,72.17301943,71.14230139,71.55362795,55.82461811,75.05827241,92.44970508,83.38628492,,64.35182315,85.61728286,83.80235361,79.23229978,66.4689129,74.95179786,66.2113197,65.31992551,
2007,91.87335769,82.77480692,68.2927576,91.34782643,86.95402445,82.04850831,92.34927916,91.51216686,94.67917243,68.2347,93.70289959,88.63677549,88.74827416,80.55531378,84.56120049,92.15916698,92.52556374,91.45833333,94.17490766,82.80458994,85.90326866,84.33601492,96.60867282,82.64041218,76.79941542,87.10191571,95.69261591,97.42181235,,,91.98830775,90.96843976,84.2661227,87.69308143,91.15938629,90.84784254,77.37321888,89.4591981,92.96921725,91.76333022,96.07467289,84.508684,91.09274068,93.30247754,83.79067833,86.79439184,84.71291397,67.96638721,94.65779294,88.06439322,59.04484305,94.94316569,86.73963038,95.7134307,91.89759681,91.46101769,83.43349621,65.0059688,69.8852989,87.16740858,89.78979586,83.1676852,90.59511849,89.76701315,84.88700253,88.05046906,93.15403423,81.26844774,91.14173228,81.91189151,74.32461239,86.26187576,82.66581246,101.5727931,63.71667936,80.72857909,75.18052614,90.10164663,94.55878677,66.41771692,83.42250236,100.7165674,74.26283218,69.75466128,69.57931312,77.43971635,92.57174636,90.302,90.55592274,82.72559672,87.63605076,,73.84467241,86.0278046,91.9039581,74.24125865,81.19311648,85.18333333,94.21336263,84.63203463,88.52173913,94.54193281,82.55836774,76.91675101,80.35777605,86.73397854,91.6134122,88.4164357,92.55382136,72.15140982,88.28767123,68.30644759,77.89134495,85.74439924,86.36609408,78.98622704,92.70467836,79.85503707,88.60997933,70.65815468,76.32332906,95.21191867,92.11650485,74.94549104,92.07920792,83.17127898,64.23500719,86.75488013,90.45172341,85.39419087,79.65219076,89.86739386,96.93668735,84.55518642,93.63263135,82.77166823,73.44867359,76.69454409,82.23463109,69.44070684,95.54530518,90.77533504,78.76351351,68.33888085,91.90024634,91.45536766,77.51895663,,57.15407936,81.67888728,93.1925273,92.15077798,96.04537052,79.04712599,93.52156891,56.78017499,80.40873634,84.20748967,87.45655548,92.615969,85.30727447,86.21654758,75.47061907,88.17108943,78.49261958,76.140414,75.94595515,62.99260815,81.14866129,95.08699238,89.15302385,,69.69546308,89.00514954,85.36086268,83.6511358,71.72335875,80.27219113,77.43089446,72.28129833,
2008,100.103127,108.0666,76.81140046,94.41642136,97.60625787,89.39181153,97.27501092,95.49536501,97.7239795,84.68428124,97.90963899,95.68100485,98.20866083,87.72630342,95.00347041,95.40870212,96.6795544,98.24166667,100.1968572,94.39757003,90.76805539,91.17407019,98.62294456,89.52201194,86.55462185,95.17854406,97.96078993,99.78588613,,,97.79141562,95.82415884,90.44640692,93.82895824,92.70980851,97.00984103,87.75930176,95.90931703,97.31010906,97.59120674,98.59988332,94.61475696,96.86324222,96.47427171,92.70987855,91.01519489,91.82949799,80.41567596,98.51578127,97.19279863,85.25560538,98.80350891,93.44658024,98.40672533,96.73536333,94.76596054,91.77635833,75.74634813,82.73305739,91.04082741,99.18187418,88.61663808,94.35734928,96.97732926,94.52656777,95.1829642,97.18826406,90.53810641,96.68038654,94.62435179,80.53206759,91.49465671,90.74770604,105.6900527,79.99619193,90.95112024,84.71205545,94.24404495,97.75018748,81.04351434,95.87565919,102.1065354,87.0003437,88.0581565,86.64308825,96.79746075,97.51332258,94.523,99.02327972,91.48020654,94.32207238,95.03456176,86.76026384,94.94091221,98.49895092,90.99342414,89.89349976,94.49166667,97.41686661,97.69119769,96.13664596,98.04690202,93.2059832,84.01126012,90.20773673,91.17907906,99.24654704,96.52509653,96.49359407,91.48765373,96.02054795,85.42176497,85.93580034,92.04372763,94.77186707,85.86798253,97.74853801,87.11756766,98.62743486,78.83894418,91.45534732,97.57941094,95.58576052,82.34890348,95.72457246,93.22737472,77.26579853,94.35346522,95.68514795,92.44813278,88.22389614,93.77606673,99.44774286,93.14138058,107.7244783,89.26785788,83.81391772,88.53996364,90.35016287,79.37525023,101.0580386,96.692607,92.40540541,78.47652513,98.06484404,95.38173178,87.13982408,94.13142357,75.43772876,93.65884626,97.47768723,97.35899829,99.34649706,89.05248449,93.13071513,77.76882943,93.06935338,92.87831452,95.04950495,97.68066353,93.03972734,95.21669003,84.56369442,92.50972099,86.69048954,83.96642556,85.09809251,78.88684694,87.52771839,98.73747739,98.12738282,61.38666197,85.80648676,93.30168257,93.80305019,93.32614823,85.33376795,89.53275294,90.82751129,81.27712466,
2009,97.96455227,99.11535881,87.35872038,96.56958995,99.12872123,92.43718211,96.73984273,97.23348783,98.21876823,93.98385913,97.85760425,97.74468143,100.7701162,92.48411524,97.61907981,98.07586463,98.67379715,97.85833333,99.09037279,97.55929376,95.20335332,94.49632739,99.64439989,93.42617627,93.50261844,98.52873563,98.25414997,99.3063352,98.60963885,,98.78840358,98.74068065,95.23945137,97.77252659,96.75413326,97.96366389,94.64298855,97.29781493,97.67412669,98.61085126,98.90824235,96.20002331,96.89223632,97.75387966,94.04689529,96.23430962,96.56599371,89.87537033,98.23207784,97.11040198,92.47533632,98.80411684,96.45060349,98.49340607,98.55950938,96.81881051,93.36180833,90.3280613,86.60859537,95.193729,97.54398735,92.77370277,95.49914299,96.67766334,96.28391359,97.95598511,97.799511,95.5104821,98.97995705,94.61050231,89.29185556,95.34584051,95.11586895,100.9552042,90.79588728,97.20275052,94.88242534,97.37765945,98.48345971,88.80244801,95.22545144,100.7252007,93.35689721,96.18955755,92.62027383,96.15733178,99.49704214,97.129,96.63655724,95.69707401,94.35536276,96.16323921,93.2044308,97.27636395,96.85197747,94.14631282,96.52713606,98.68333333,97.77713,101.0822511,97.26708075,99.02229806,93.15128363,91.53593117,93.80056365,96.0091605,98.51248587,98.90323541,98.5058303,92.8346659,99.34931507,90.78559656,88.7301685,94.08794549,97.18837084,93.09982204,98.31871345,95.35168191,99.20234068,87.93512356,94.82730744,98.74051285,97.65695793,91.47122273,97.74977498,96.8960359,87.81085319,96.62649024,98.49468544,96.34854772,94.32751229,97.3639183,98.61682711,95.55555556,102.4855374,94.25584539,93.59477124,97.74297189,94.92787343,88.30381205,98.78623214,97.27626459,98.95945946,85.7373928,99.10036006,97.47974108,94.21292084,98.84390019,88.23006336,93.50619374,99.05205388,98.19231353,98.85526783,95.68532213,98.67910497,102.4638863,95.78781344,102.1219572,98.19886651,96.85456244,93.66279689,96.5684318,90.45894295,95.77051641,92.10949178,94.16182029,96.17552922,91.42557102,93.74145763,98.38641997,98.54102813,78.01074795,91.85975557,97.26747148,96.38632508,99.22898358,89.94841416,95.91643823,93.37068161,92.16440247,97.05488986
2010,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
2011,104.3745958,110.2016601,113.4670154,103.4503472,100.8768366,107.6512336,103.4567497,103.3038502,103.2669389,109.7350192,103.5320821,102.7128005,102.7597672,110.7048046,104.2199035,99.63555225,103.1987814,103.675,101.6020562,109.8126898,106.6361987,109.4322024,102.0159344,108.8489857,108.4581659,101.30057,102.9121351,100.2313462,103.340318,105.4,104.912434,102.9396995,101.3257577,103.4116161,101.7713638,104.4738834,104.8830125,102.3279496,103.2894494,101.9363891,102.0751729,105.0687139,102.387631,102.7586823,108.4601688,104.5217647,104.4745539,110.0539169,103.196243,104.9776148,133.2242152,103.416809,107.2865445,102.1174868,101.2693432,104.4842396,108.5429333,108.7268368,121.3504664,104.796485,105.0461023,102.4752475,103.3298702,103.0334728,106.2153418,104.9777356,105.2567237,106.7622796,102.2727273,108.411071,108.8578453,103.9207353,105.3553223,102.5788705,120.6283321,105.8014554,103.9904126,103.4591955,102.7414382,107.5296924,104.1583333,99.7323664,108.3485692,114.0215499,116.4958847,105.4785873,105.8351652,104,107.3364177,104.9053356,107.5769241,,108.4866005,115.5184815,102.7694079,106.7167684,105.0248166,104.1333333,103.4097959,104.4011544,105.8012422,100.9223603,107.6106072,109.4825405,112.8529289,103.4073796,103.9047542,102.8555341,102.7219052,105.0214601,103.4501431,109.4840933,110.3511326,105.6424335,106.5313535,107.6228226,103.2,105.0055952,102.9423851,110.8407926,108.0826727,102.3410702,101.3009709,109.2717142,104.4329433,104.0700573,111.9167695,105.8758024,103.370685,104.6473029,104.440834,104.2583333,103.653011,108.2539683,101.9163899,105.7877774,108.4352172,105.6706827,105.8235911,122.1121207,103.4032283,105.2529183,107.3427071,116.1918081,105.1289238,102.0078767,111.1373976,147.3060757,114.3209022,117.7117796,103.919286,101.8105799,102.9611507,106.1051982,105.1337434,102.5592677,104.7531639,96.2957043,103.5722772,103.8098204,113.4998402,106.2614044,105.0993662,103.5440294,106.4718797,112.6909695,118.6929045,107.9600945,108.0937752,103.1568416,103.1860311,126.0902123,118.6774771,100.8626829,102.8772436,105.1981429,119.5435617,105.0004726,115.3165159,106.4293968,103.2775094
2012,104.9713633,118.1563,125.1467361,105.5520402,101.5467267,110.4022296,106.9503604,105.1248699,105.8338195,129.5013864,106.4738391,109.6491228,106.6832918,117.5886312,107.2991517,102.3800669,105.2468625,105.8,102.9234993,114.8491113,112.3966485,114.3931445,102.4893933,120.7349215,116.6362197,107.1478927,104.4719519,99.53719941,106.4472657,108.1666667,106.2810284,105.9687104,105.2674789,106.6969353,103.5716047,107.1309614,109.6070144,105.5862335,105.7578286,105.2993452,104.1253438,108.9890478,103.7767972,105.222748,112.4672568,113.8185422,109.8034388,117.887726,105.720335,109.1084016,163.5599831,106.3210967,110.9432275,104.1145837,103.9649148,107.4324816,107.5186583,118.6870613,139.8255379,109.2550879,107.2841576,103.488552,104.8813886,105.5173801,110.2329373,107.4887351,109.5354523,112.3098464,105.7623479,115.2189237,118.9951729,109.8105881,109.8640159,104.3153099,153.6290937,112.243808,109.3930168,105.2258769,105.8661778,114.9473575,108.8666667,99.68056635,113.8891996,124.7149422,119.626161,108.5719838,106.6988746,106.28,109.9948594,108.2616179,112.1564115,111.8819224,115.9014082,122.518675,107.0627396,114.7663222,111.4351037,107.3478917,106.1648392,106.7099567,112.2608696,102.2128961,112.6032214,116.4442055,126.9608341,107.6589829,107.3502936,108.4379022,105.2053353,106.5627375,107.7384073,125.8897269,113.3094866,110.856817,110.6351121,130.5155584,104.9,112.064069,103.4108655,124.3822202,115.8577225,104.8541039,102.0194175,119.6024595,105.3555356,107.0992271,122.7559684,111.908817,107.1475732,107.966805,109.1795288,107.9666667,106.5276599,112.2332964,103.818746,109.3145306,113.9331027,112.2971888,108.8776202,167.7739517,104.8729795,110.0194553,113.6888144,131.1457824,106.9472105,104.8919783,119.2841978,213.7075763,126.4822858,123.6054474,107.6667221,104.4559218,103.8758344,115.5905882,108.9656206,109.8516118,143.1999795,109.7946339,106.2970297,106.944877,126.8931729,107.5503452,114.8405852,108.8642428,115.9389013,130.7227573,135.3289691,108.5598728,116.846956,105.2915045,105.8672625,152.6561536,129.4702633,102.2380831,105.7362924,107.3536727,131.3609056,110.9367615,126.5273893,113.4280872,107.3282964
2013,102.4811662,127.2003573,136.1297275,107.5972351,102.6644428,116.7987006,108.0834972,107.7003122,107.9506626,139.7976198,107.6580779,110.7147498,107.2527016,126.4430232,108.2542145,105.7642246,105.6119408,105.7083333,103.4481496,121.4134042,119.3673758,116.4568031,102.8821973,129.194415,123.4989648,108.7570881,105.4522038,99.32088551,108.3544928,111.0083333,109.0243228,108.0299558,111.5508198,108.8551742,105.9509583,108.7509463,115.3331981,107.0002288,105.3347412,106.8101029,105.692141,111.6272293,103.7286326,106.053031,117.9004948,117.5218381,112.8105507,128.9946083,107.2095415,112.1508859,176.773131,107.8928289,114.1707644,105.0137245,104.4640947,110.1768945,106.9681,132.464651,156.4485904,115.4823332,108.5792121,104.6991027,103.9151458,105.4707113,115.0207631,109.458413,114.3031785,118.1071672,108.1066571,121.9632319,131.9747419,111.7005408,116.9100201,104.8396802,213.9536482,114.3534281,113.6425471,106.8314903,107.1577369,125.6885016,114.125,100.0259,120.5365732,131.8464844,127.529306,111.7668232,107.8800157,107.67,111.9336124,111.1876076,119.295099,118.0844645,124.6808214,125.7112887,108.6387228,122.69845,116.9270053,108.472325,108.0057702,106.7099567,118.447205,104.1421665,117.8300267,123.2287449,129.8987222,111.7569034,110.3393379,107.7805281,106.6518099,112.4495606,110.115001,136.7223215,118.1380033,115.4348071,114.555246,166.1245533,107.1,118.3406934,105.7877866,134.9246423,124.1246121,107.4826899,104.1941748,130.417729,106.7281728,108.4330591,132.195293,116.415564,110.1653876,111.2033195,114.5951801,109.0833333,106.8199896,115.245478,107.0699038,113.671108,121.6378316,117.0527278,112.6951565,218.0366895,105.6056503,112.6362572,119.818192,144.609751,107.7947771,106.5748578,128.4622384,213.623533,136.7347283,125.9752097,109.1745662,106.2947129,103.8298247,122.0863163,111.9178911,114.6180056,,109.9543314,108.1750495,109.2805979,141.0501651,108.3161666,120.812086,115.1767845,124.6263079,141.0115842,142.7238878,108.2599837,126.8667402,106.8338489,106.7196293,214.6947406,138.0052744,103.7165923,107.5596083,108.0086221,145.7691505,117.3173268,128.5934872,121.3427317,109.0794885
2014,102.91261,133.0570866,146.0393748,109.3529831,105.0716201,120.280456,109.2610037,110.3798127,109.6841403,145.920532,108.0241154,109.5126706,106.9758936,135.282864,106.719037,108.568241,107.2008348,104.7416667,104.6909753,128.4354258,126.9258283,118.6545412,102.6821672,139.796813,128.9367921,136.2539368,107.4627934,99.30778901,113.1166727,113.225,109.5182362,110.1343234,111.636893,111.9878195,106.5641468,108.4859955,120.5408526,108.5978616,103.9074672,107.1702526,106.6505542,114.8502156,104.5575694,106.6511919,121.4359088,120.9492525,116.8414159,142.082144,107.0519094,111.988474,189.8398729,109.016209,114.787662,105.5468798,109.3275333,111.7856883,110.25075,152.987622,171.645971,122.3505005,106.9404862,109.7509282,102.5515272,104.4721596,118.9525888,110.466273,119.4376528,125.3462499,107.8740157,127.5322847,140.7504026,111.4522137,124.3863287,105.0459899,250.8293268,116.9103411,115.9551726,107.3399612,107.4160487,136.1080857,117.425,102.7885695,128.6345897,140.9142239,137.1376793,116.0757008,108.147413,109.04,112.4183007,114.4219449,124.2282214,118.9697657,136.9324054,,112.4611526,126.7202912,123.1713303,108.5878417,108.6859355,107.3833574,125.6024845,104.5956603,123.8261444,130.7217864,132.652722,116.2479856,110.0292644,108.7451737,106.9840304,118.6055721,109.3326184,154.5299228,121.1620393,119.5156802,118.241276,205.6490149,110.5,124.6721213,104.8097312,145.796037,131.6165154,108.5317587,106.3042071,141.3310568,107.6957696,109.5325864,141.7023438,119.4864079,113.7193746,115.7676349,120.5632277,109.2,106.5228662,121.0409745,110.3703061,114.8862079,131.1572472,119.141066,115.7047095,298.5091558,104.4653788,113.7739972,126.0078829,155.2088423,,107.7610542,131.1373976,220.585681,146.3041075,130.2454489,109.091413,106.5073819,103.6433064,129.0272492,113.2598322,116.2064215,,111.8024832,108.3770297,111.3464134,141.6757908,111.0358516,127.6795501,120.8639093,135.661435,149.6578707,148.8441868,121.4551063,138.129149,108.5669321,106.9265144,348.1675623,143.6440318,104.5451467,109.4236003,107.5692257,157.5833405,124.4352018,,130.8219706,108.8424739
2015,103.4029732,131.016195,161.0512393,111.4416436,109.346135,124.7628106,110.3197357,112.0447451,110.6675322,154.0252562,108.6270006,109.8635478,107.9975062,143.6626637,106.6071182,110.561547,109.2063564,103.85,103.7641654,133.6511419,138.3837271,117.3953597,102.2468712,146.1180175,132.8827183,186.8616667,108.6720092,98.17179225,118.0359667,114.8583333,110.8734622,113.0925124,117.3328889,117.5928442,97.91628589,108.6298259,121.5011835,108.0803471,101.72853,107.5397568,106.900575,117.3213661,103.7353926,107.1332917,122.4520194,126.7366464,121.4802762,156.7982873,106.5153754,111.476948,209.0784633,108.7903663,116.361198,105.5867805,109.9885741,111.8416044,114.664725,179.2174626,185.6384987,,108.4425817,122.5813713,100.7713328,103.8228194,121.7940335,109.3841834,122.9828851,129.3044729,107.372942,139.0312572,147.6569875,111.3738823,132.3011815,104.7365254,285.2074921,118.5392883,117.8467319,106.6603679,107.4577119,141.1130128,116.4,103.6001036,137.1838857,150.1897771,146.0561792,117.4932986,105.657994,109.81,111.8161122,118.1654905,125.8136564,114.5097177,,,111.3541871,127.8886801,127.0825799,107.6333333,109.2016653,107.5757576,131.3291925,106.2251635,135.8107934,140.4004302,133.9171766,119.4106762,109.6977693,110.3064672,108.1607815,131.4190669,111.0258435,163.4554931,125.4642122,120.0947989,119.7625088,250.6225011,112.8,128.9181711,105.8650448,158.9434626,136.8799939,109.1832185,108.6148867,152.452269,108.0558056,109.6041004,145.3008974,119.6363946,117.7625489,117.4273859,127.8093691,108.1175,107.0426324,124.8283499,112.4492294,114.2045665,151.5186467,122.1411425,118.2324375,348.9924041,104.6169658,113.2051272,125.3040541,167.5978501,108.1904511,107.9179894,132.9633,331.2107199,153.9788301,139.2244364,108.7366262,105.9555394,103.5948172,135.4198236,,120.9030092,,115.8949731,110.3168317,110.3498391,142.5744169,109.8740161,133.6270821,126.7344897,146.0678251,158.0205091,156.6219315,180.6332322,150.0997938,108.695722,105.0728236,730.041406,144.9060936,107.1228713,110.9901211,108.3402255,,130.1446261,,144.0358986,106.2316586
